12.821017 183554239.000000
20.280294 183554239.000000
25.013400 183554239.000000
30.160691 183554239.000000
35.494285 183554239.000000
40.330342 183554239.000000
44.521061 183554239.000000
48.013682 183554239.000000
53.196972 183554239.000000
60.444920 185921313.000000
66.024643 187180146.000000
71.694089 188285718.000000
77.936384 189268215.000000
83.908014 190170494.000000
88.789507 190912604.000000
92.905319 191381039.000000
99.240421 192354239.000000
108.310213 193704003.000000
114.120203 194938632.000000
120.594858 195654239.000000
127.308632 196309107.000000
133.722992 196954239.000000
138.469261 197454239.000000
142.482312 197854239.000000
148.453771 198454239.000000
156.441077 199254239.000000
162.349662 199854239.000000
168.074422 200354239.000000
174.152679 201018921.000000
180.208836 201654239.000000
184.959757 202054239.000000
188.855054 202454239.000000
194.732873 203054239.000000
202.945833 203854239.000000
208.421078 204454239.000000
214.285619 205054239.000000
220.299742 205654239.000000
226.398992 206254239.000000
231.118146 206679337.000000
235.010436 207054239.000000
240.490103 207654239.000000
248.933920 208454239.000000
254.553880 209054239.000000
260.390712 209654239.000000
266.680913 210254239.000000
272.589591 210854239.000000
277.524805 211354239.000000
281.454551 211754239.000000
287.075580 212254239.000000
295.536109 213154239.000000
301.365159 213754239.000000
307.309597 214354239.000000
313.668741 214954239.000000
320.192218 215654239.000000
325.010643 216054239.000000
329.040861 216454239.000000
334.692510 217054239.000000
343.350019 217954239.000000
349.530419 218554239.000000
355.595605 219154239.000000
362.260275 219854239.000000
368.558032 220454239.000000
373.870215 220954239.000000
377.999372 221354239.000000
383.753188 221954239.000000
392.612511 222854239.000000
398.864060 223454239.000000
405.182073 224154239.000000
411.997080 224754239.000000
418.902071 225454239.000000
424.079574 225954239.000000
428.380127 226454239.000000
434.117897 227030545.000000
443.332461 227954239.000000
449.819623 228554239.000000
456.267289 229254239.000000
463.328432 229954239.000000
469.856389 230554239.000000
475.312964 231154239.000000
479.706765 231554239.000000
485.818093 232154239.000000
494.928347 233054239.000000
501.589652 233754239.000000
508.331858 234454239.000000
515.407872 235154239.000000
522.400211 235854239.000000
527.888352 236354239.000000
532.746109 236854239.000000
621.584525 237454246.000000
629.563915 240667041.000000
635.099475 243067008.000000
640.936495 244944315.000000
647.314116 246799759.000000
653.444639 248613741.000000
658.692351 249454239.000000
663.127844 249941221.000000
669.354406 250554239.000000
678.140447 251397408.000000
684.154334 252036113.000000
690.438456 252654239.000000
697.215917 253354239.000000
703.919259 253954239.000000
709.263485 254554239.000000
713.825075 254954239.000000
720.305619 255654239.000000
729.138592 256491846.000000
735.210879 257154239.000000
741.558286 257754239.000000
748.242729 258454239.000000
754.856178 259054239.000000
760.531273 259654239.000000
765.082106 260054239.000000
771.603836 260754239.000000
780.859373 261654239.000000
787.215517 262354239.000000
793.512459 262954239.000000
800.520995 263654239.000000
807.007032 264254239.000000
812.866858 264854239.000000
817.357625 265354239.000000
823.834230 265954239.000000
833.338409 266954239.000000
839.705056 267554239.000000
