79249386	0.05	48
49121982	0.05	49
61902959	0.05	48
83995361	0.05	48
44959737	0.05	48
152631218	0.05	48
147584058	0.05	47
62455417	0.05	50
120108481	0.05	50
120128317	0.05	47
98424465	0.05	50
75657311	0.05	49
120139685	0.05	50
44990013	0.05	49
61851126	0.05	48
98413329	0.05	48
101074137	0.05	50
45764061	0.05	49
62422589	0.05	50
48031049	0.05	47
137397797	0.05	48
115989533	0.05	50
83909521	0.05	50
145277329	0.05	48
101080749	0.05	50
120213577	0.05	50
134951357	0.05	48
105904957	0.05	48
120238981	0.05	48
116008557	0.05	50
98388273	0.05	50
83860105	0.05	50
120263921	0.05	50
120264385	0.05	50
63286162	0.05	48
49495038	0.05	50
50271078	0.05	49
120333405	0.05	50
83805469	0.05	50
120361941	0.05	50
83779949	0.05	50
120374005	0.05	49
120378877	0.05	48
120388737	0.05	50
138084401	0.05	48
120440705	0.05	50
45095109	0.05	49
93499851	0.05	48
79876579	0.05	48
48057033	0.05	46
99811245	0.05	50
96358293	0.05	50
137693945	0.05	50
45117033	0.05	47
83698053	0.05	50
98592221	0.05	50
105536425	0.05	48
104027334	0.05	50
58741031	0.05	50
120552993	0.05	48
154827397	0.05	50
116062961	0.05	50
75206902	0.05	48
134904377	0.05	48
86425591	0.05	48
120590693	0.05	48
120594173	0.05	48
104853834	0.05	47
59538269	0.05	48
38833061	0.05	50
96368269	0.05	49
98350689	0.05	48
98347209	0.05	48
120627929	0.05	48
49837006	0.05	50
138117461	0.05	48
98332825	0.05	50
120670849	0.05	50
62319813	0.05	48
75671579	0.05	49
74811574	0.05	48
45193709	0.05	48
120706461	0.05	50
62311925	0.05	48
138129757	0.05	50
101097801	0.05	48
103887369	0.05	48
67011317	0.05	48
45221433	0.05	49
120805757	0.05	50
83465589	0.05	48
62290697	0.05	49
120858305	0.05	48
72698750	0.05	50
71401917	0.05	47
83425685	0.05	50
45266789	0.05	49
83420929	0.05	50
102755229	0.05	48
120924541	0.05	50
98318209	0.05	50
106115265	0.05	50
83389029	0.05	48
64527061	0.05	50
45293353	0.05	49
71398669	0.05	50
98311829	0.05	50
83374993	0.05	48
83358521	0.05	48
141832662	0.05	48
83343789	0.05	50
83340425	0.05	48
116153673	0.05	48
100211959	0.05	48
48112945	0.05	48
121050401	0.05	48
68477974	0.05	46
62262741	0.05	50
57973313	0.05	48
134831645	0.05	48
48116425	0.05	48
121127773	0.05	50
83288689	0.05	48
45012845	0.05	48
45684833	0.05	50
116175945	0.05	48
70654250	0.05	47
121152365	0.05	47
101108357	0.05	50
121162225	0.05	48
47344611	0.05	48
116205177	0.05	46
67217402	0.05	48
121188441	0.05	50
97909707	0.05	50
116209585	0.05	50
45373509	0.05	48
116216081	0.05	49
57978069	0.05	48
36328389	0.05	50
71004222	0.05	48
83211897	0.05	48
96419889	0.05	48
76389685	0.05	50
71383473	0.05	48
121297597	0.05	48
69173046	0.05	50
86420023	0.05	50
99255558	0.05	50
120206067	0.05	46
59521797	0.05	48
138181493	0.05	50
119449998	0.05	48
56983601	0.05	48
102717877	0.05	48
118696675	0.05	50
106303351	0.05	50
128244422	0.05	50
137408635	0.05	50
110989585	0.05	50
45446473	0.05	48
97278686	0.05	48
62183629	0.05	47
121510457	0.05	47
75967561	0.05	48
57809637	0.05	48
123123254	0.05	50
102696069	0.05	50
82981521	0.05	50
45498325	0.05	49
67605190	0.05	50
71380109	0.05	46
99631561	0.05	50
82951477	0.05	48
121640841	0.05	50
105898577	0.05	48
109212882	0.05	50
149249749	0.05	50
71254299	0.05	48
104011025	0.05	50
109818615	0.05	50
51128299	0.05	48
62139897	0.05	48
41730625	0.05	47
40015333	0.05	49
99629821	0.05	50
32245722	0.05	50
110962789	0.05	50
98175529	0.05	50
75920418	0.05	48
51125863	0.05	48
82845337	0.05	48
143612613	0.05	50
134687921	0.05	48
45580917	0.05	48
121853817	0.05	50
102583695	0.05	50
121869941	0.05	50
134680033	0.05	48
121878641	0.05	48
62084449	0.05	48
28108069	0.05	50
73465325	0.05	48
28104357	0.05	50
66247275	0.05	48
72719514	0.05	50
89845387	0.05	50
121937685	0.05	50
116409917	0.05	50
62038165	0.05	48
116425229	0.05	50
82729453	0.05	50
57877179	0.05	48
143875190	0.05	50
47345655	0.05	47
62009629	0.05	50
102658137	0.05	48
82703701	0.05	48
27899017	0.05	50
138020322	0.05	50
139120629	0.05	47
45650981	0.05	48
122012273	0.05	50
59496509	0.05	48
61982369	0.05	48
122040925	0.05	48
57802793	0.05	47
71342873	0.05	48
61973205	0.05	48
122086977	0.05	50
116486709	0.05	50
68966218	0.05	50
119416803	0.05	48
89116346	0.05	50
60191495	0.05	48
46150341	0.05	46
70004998	0.05	49
45585073	0.05	50
98095257	0.05	50
51563531	0.05	48
103024746	0.05	50
46340349	0.05	50
122200541	0.05	50
122206921	0.05	50
48288453	0.05	50
122222465	0.05	48
55400463	0.05	48
82518565	0.05	50
44976769	0.05	48
98077973	0.05	50
85315722	0.05	48
67109105	0.05	50
98075305	0.05	50
61917061	0.05	50
96497609	0.05	48
122284177	0.05	50
67610526	0.05	47
86757533	0.05	50
98065213	0.05	50
122320949	0.05	50
61897341	0.05	48
67119081	0.05	50
79475238	0.05	47
116586933	0.05	50
61877505	0.05	48
122427669	0.05	50
56683558	0.05	48
82364633	0.05	48
67619787	0.05	46
122470357	0.05	50
45816629	0.05	50
61874721	0.05	49
122486481	0.05	49
86819941	0.05	50
59724150	0.05	50
106195305	0.05	50
45545285	0.05	46
127195202	0.05	50
136029878	0.05	50
134528653	0.05	49
145339737	0.05	48
82320553	0.05	48
82854202	0.05	48
122538333	0.05	50
89843995	0.05	48
82273225	0.05	50
134508469	0.05	50
109147439	0.05	50
55398955	0.05	50
45850617	0.05	48
51108463	0.05	48
98018117	0.05	48
72645205	0.05	50
61817997	0.05	48
67142049	0.05	50
122702357	0.05	50
49838282	0.05	48
61813705	0.05	50
122733909	0.05	50
96538441	0.05	50
89471353	0.05	48
43076971	0.05	48
27739305	0.05	48
116682169	0.05	50
122799333	0.05	50
130153879	0.05	50
122827753	0.05	43
98001877	0.05	50
44961225	0.05	47
59476789	0.05	50
45943765	0.05	48
45943881	0.05	47
48438491	0.05	50
99951741	0.05	48
97997353	0.05	50
156864406	0.05	50
116694349	0.05	50
122927049	0.05	48
122932269	0.05	48
102569397	0.05	48
104737301	0.05	48
48213915	0.05	50
71232259	0.05	50
49497590	0.05	50
122969157	0.05	48
69411890	0.05	47
123019501	0.05	50
134453369	0.05	50
123023097	0.05	48
119786862	0.05	50
100695861	0.05	48
71309581	0.05	50
152941286	0.05	48
71230751	0.05	48

